question,answer_2022_08_22,answer_2022_08_25,similarity_score,length_diff,similarity_category
becas,"🎓 ¿Podrías especificar qué tipo de información sobre becas te interesa? ¿Buscas detalles sobre becas de movilidad, requisitos para solicitarlas o información sobre becas específicas de UNIR? Estoy aquí para ayudarte con cualquier duda que tengas.","🎓 ¿Podrías especificar qué tipo de información sobre becas te interesa? ¿Estás buscando detalles sobre becas de movilidad, requisitos para solicitarlas, o información sobre becas específicas de UNIR? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9780439121756487,9,Very High (0.8-1.0)
y donde esta el apartado de crear nuevo tema?,📝 ¿Te refieres a crear un nuevo tema en un foro o a enviar una propuesta para tu Trabajo Fin de Estudios (TFE)? Puedo ayudarte con información sobre ambos procesos si me das un poco más de detalle.,📝 ¿Te refieres a crear un nuevo tema en un foro o a proponer un tema para tu Trabajo Fin de Estudios (TFE)? Puedo ayudarte con información sobre ambos procesos si me das un poco más de detalle.,0.9794871794871794,4,Very High (0.8-1.0)
incidente en el campus,🛠️ ¿Podrías darme más detalles sobre el incidente que estás experimentando en el campus? Esto me ayudará a orientarte mejor sobre cómo proceder o a qué departamento contactar.,🛠️ ¿Podrías darme más detalles sobre el incidente que has experimentado en el campus? Esto me ayudará a orientarte mejor sobre cómo proceder o a qué departamento contactar.,0.9798270893371758,3,Very High (0.8-1.0)
"¿cómo puedo hacer las encuestas de los docentes? me enviarón mail diciendo que ya tenía acceso, pero no sé cómo acceder?","📊 Durante el curso, podrás evaluar tu nivel de satisfacción con las asignaturas mediante varias encuestas de calidad que aparecerán en una ventana emergente en el campus. Si no te aparece la encuesta activa, es recomendable que borres cookies e historial e intentes acceder de nuevo al aula correspondiente. ¿Hay algo más en lo que pueda ayudarte?","📊 Durante el curso, podrás evaluar tu nivel de satisfacción con las asignaturas mediante varias encuestas de calidad que aparecerán en una ventana emergente en el campus. Si no te aparece la encuesta, te recomiendo que borres cookies e historial e intentes acceder de nuevo al aula correspondiente. ¿Hay algo más en lo que pueda ayudarte?",0.983941605839416,9,Very High (0.8-1.0)
cómo puedo encuar un correo a mi mentor?,"📧 Para enviar un correo a tu mentor, accede al apartado 'Bandeja de entrada' en el campus virtual. Desde allí, puedes redactar un nuevo mensaje y seleccionar a tu mentor como destinatario. ¿Hay algo más en lo que pueda ayudarte?","📧 Para enviar un correo a tu mentor, accede a la 'Bandeja de entrada' en el campus virtual. Desde allí, puedes redactar un nuevo mensaje y seleccionar a tu mentor como destinatario. ¿Hay algo más en lo que pueda ayudarte?",0.9844097995545658,7,Very High (0.8-1.0)
donde puedo encontrar el calendario de todo el curso,📅 Podrás consultar y descargar el Calendario Académico con todas las fechas relevantes del curso desde el apartado Archivos o Documentación del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?,📅 Puedes consultar y descargar el Calendario Académico con todas las fechas relevantes del curso desde el apartado Archivos o Documentación del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?,0.9858490566037735,0,Very High (0.8-1.0)
"necesito inscribirme para los examenes, donde puedo hacerlo","📚 Tras la apertura del formulario de inscripción a exámenes, podrás inscribirte desde la pestaña 'Exámenes' en el margen izquierdo o en la parte superior de tu Campus Virtual, o bien desde https://tablonexamenes.unir.net/. Recuerda guardar los datos registrados y que podrás visualizar la inscripción y realizar cualquier cambio hasta la fecha del cierre de formulario. ¿Hay algo más en lo que pueda ayudarte?","📚 Tras la apertura del formulario de inscripción a exámenes, podrás inscribirte desde la pestaña 'Exámenes' en el margen izquierdo o en la parte superior de tu Campus Virtual, o bien desde https://tablonexamenes.unir.net/. Recuerda guardar los datos registrados y que podrás visualizar la inscripción y realizar cambios hasta la fecha de cierre del formulario. ¿Hay algo más en lo que pueda ayudarte?",0.9864029666254636,9,Very High (0.8-1.0)
quiero contactar con jessica patricia ramirez garcia,"😅 No estoy seguro de cómo ayudarte con eso. Sin embargo, si necesitas información sobre cómo contactar a tu tutor o cualquier otro tema relacionado con la Universidad Internacional de La Rioja, estaré encantado de asistirte. ¿Te gustaría saber más sobre los recursos disponibles para los estudiantes?","😅 No estoy seguro de cómo ayudarte con eso. Sin embargo, si necesitas información sobre cómo contactar a tu tutor o cualquier otro tema relacionado con la Universidad Internacional de La Rioja, estaré encantado de asistirte. ¿Te gustaría saber más sobre los recursos disponibles para los estudiantes en UNIR?",0.9868421052631579,8,Very High (0.8-1.0)
¿dónde puedo encontrar el calendario de fechas de exámenes del máster en educación emocional y del carácter?,"📅 Puedes consultar el Calendario Académico con todas las fechas relevantes del curso, incluyendo las de los exámenes, desde el apartado Documentación/Archivos del Aula de Información General de tu campus virtual. ¿Hay algo más en lo que pueda ayudarte?","📅 Puedes consultar el Calendario Académico con todas las fechas relevantes del curso, incluyendo las de los exámenes, desde el apartado Documentación o Archivos del Aula de Información General en tu campus virtual. ¿Hay algo más en lo que pueda ayudarte?",0.9881422924901185,2,Very High (0.8-1.0)
contactar con mi mentora,"📞 Puedes contactar con tu mentora, IRENE MENDAZA RUIZ, al teléfono 941 610 026 con extensión 4024 o a través del correo electrónico del Campus Virtual desde 'Bandeja de entrada'. ¿Hay algo más en lo que pueda ayudarte?","📞 Puedes contactar con tu mentora, IRENE MENDAZA RUIZ, al teléfono 941 610 026 con extensión 4024, o a través del correo electrónico del Campus Virtual desde ""Bandeja de entrada"". ¿Hay algo más en lo que pueda ayudarte?",0.988558352402746,1,Very High (0.8-1.0)
actividad grupal problema,"🤔 ¿Podrías darme más detalles sobre el problema que estás enfrentando con la actividad grupal? ¿Te refieres a la entrega, la asignación de grupos o algún otro aspecto? Estoy aquí para ayudarte con cualquier duda que tengas.","🤔 ¿Podrías darme más detalles sobre el problema que estás teniendo con la actividad grupal? ¿Te refieres a la entrega, la asignación de grupos o algún otro aspecto? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9887133182844243,3,Very High (0.8-1.0)
smowl cm,"💻 ¿Podrías especificar qué información necesitas sobre el 'sistema de monitorización de exámenes'? ¿Te gustaría saber sobre los requisitos técnicos, el proceso de registro o cómo funciona el software? Estoy aquí para ayudarte con cualquier duda que tengas.","🖥️ ¿Podrías especificar qué información necesitas sobre el sistema de monitorización de exámenes? ¿Te gustaría saber sobre los requisitos técnicos, el proceso de registro o cómo funciona el software? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9902152641878669,1,Very High (0.8-1.0)
examen,"📅 Los exámenes programados son:  



- 5111000004.-  La Formación Histórica de la Cultura Jurídica Europea:  

  - Fecha del Examen: 5 de septiembre de 2025  

  - Hora de Inicio: 17:00  

  - Duración: 125 minutos  

  - Ciudad: Madrid PRESENCIAL  

  - Hotel: ILUNION SUITES MADRID*  

  - Dirección: C/López de Hoyos, 143 · 28002 Madrid  



- 5111000003.-   Derecho Romano Privado:  

  - Fecha del Examen: 5 de septiembre de 2025  

  - Hora de Inicio: 19:30  

  - Duración: 125 minutos  

  - Ciudad: Madrid PRESENCIAL  

  - Hotel: ILUNION SUITES MADRID*  

  - Dirección: C/López de Hoyos, 143 · 28002 Madrid. ¿Hay algo más en lo que pueda ayudarte?","📅 Los próximos exámenes son:  



- 5111000004.- La Formación Histórica de la Cultura Jurídica Europea:  

  - Fecha del Examen: 5 de septiembre de 2025  

  - Hora de Inicio: 17:00  

  - Duración: 125 minutos  

  - Ciudad: Madrid PRESENCIAL  

  - Hotel: ILUNION SUITES MADRID*  

  - Dirección: C/López de Hoyos, 143 · 28002 Madrid  



- 5111000003.- Derecho Romano Privado:  

  - Fecha del Examen: 5 de septiembre de 2025  

  - Hora de Inicio: 19:30  

  - Duración: 125 minutos  

  - Ciudad: Madrid PRESENCIAL  

  - Hotel: ILUNION SUITES MADRID*  

  - Dirección: C/López de Hoyos, 143 · 28002 Madrid. ¿Hay algo más en lo que pueda ayudarte?",0.9908396946564886,6,Very High (0.8-1.0)
donde esta el centro de asistencia ?,📞 El centro de asistencia está ubicado en la parte derecha del campus virtual. ¿Hay algo más en lo que pueda ayudarte?,📍 El centro de asistencia está ubicado en la parte derecha del campus virtual. ¿Hay algo más en lo que pueda ayudarte?,0.9915254237288136,0,Very High (0.8-1.0)
donde encuentro el justificante de examenes?,"📄 Si tus exámenes son en modalidad online, podrás descargarte un justificante de manera automática desde el apartado Exámenes de tu Campus Virtual, haciendo clic en el botón 'Imprimir Justificante'. ¿Hay algo más en lo que pueda ayudarte?","📄 Si tus exámenes son en modalidad online, podrás descargarte un justificante de manera automática desde el apartado Exámenes de tu Campus Virtual, haciendo clic en el botón ""Imprimir Justificante"". ¿Hay algo más en lo que pueda ayudarte?",0.9915966386554622,0,Very High (0.8-1.0)
donde esta el annexo de aceptacion?,📑 ¿Te refieres a cómo acceder al 'anexo de aceptación' en el Campus Virtual o necesitas información sobre cómo modificarlo? Estoy aquí para ayudarte con cualquier duda que tengas.,📑 ¿Te refieres a cómo acceder al anexo de aceptación en el Campus Virtual o necesitas información sobre cómo modificarlo? Estoy aquí para ayudarte con cualquier duda que tengas.,0.9943820224719101,2,Very High (0.8-1.0)
cuanto tardan en dar las notas?,"🗓️ El plazo de corrección y publicación de las notas de tus exámenes es de 11 días desde la fecha de inicio de tu convocatoria de exámenes. Las notas se publicarán en el apartado Calificaciones Finales/Resultado de actividades, según tu plataforma. ¿Hay algo más en lo que pueda ayudarte?","📅 El plazo de corrección y publicación de las notas de tus exámenes es de 11 días desde la fecha de inicio de tu convocatoria de exámenes. Las notas se publicarán en el apartado Calificaciones Finales/Resultado de actividades, según tu plataforma. ¿Hay algo más en lo que pueda ayudarte?",0.9947826086956522,1,Very High (0.8-1.0)
dónde está la opción secretaria,"📚 Puedes acceder a la opción Secretaría desde el margen izquierdo de la web o desde 'Servicios para estudiantes' en la parte superior, según tu plataforma. ¿Hay algo más en lo que pueda ayudarte?","📋 Puedes acceder a la opción Secretaría desde el margen izquierdo de la web o desde 'Servicios para estudiantes' en la parte superior, según tu plataforma. ¿Hay algo más en lo que pueda ayudarte?",0.9948717948717949,0,Very High (0.8-1.0)
como contactar con mi mentor,"📞 Puedes contactar con tu mentor/a, IRENE MENDAZA RUIZ, al teléfono 941 610 026 con extensión 4024, o a través del correo electrónico del Campus Virtual desde 'Bandeja de entrada'. También puedes contactar con MANUEL GALARRETA ESPINOSA al mismo número, pero con la extensión 5001. ¿Hay algo más en lo que pueda ayudarte?","📞 Puedes contactar con tu mentor/a, IRENE MENDAZA RUIZ, al teléfono 941 610 026 con extensión 4024, o a través del correo electrónico del Campus Virtual desde 'Bandeja de entrada'. También puedes contactar con MANUEL GALARRETA ESPINOSA al mismo número, pero con extensión 5001. ¿Hay algo más en lo que pueda ayudarte?",0.9952904238618524,3,Very High (0.8-1.0)
que botón debo seleccionar para escribir en el foro?,"📖 Para escribir en el foro, debes acceder al apartado 'Foros' de la asignatura y seleccionar la opción 'Responder' en la parte superior para crear un nuevo hilo de mensajes. ¿Hay algo más en lo que pueda ayudarte?","📢 Para escribir en el foro, debes acceder al apartado 'Foros' de la asignatura y seleccionar la opción 'Responder' en la parte superior para crear un nuevo hilo de mensajes. ¿Hay algo más en lo que pueda ayudarte?",0.9953051643192489,0,Very High (0.8-1.0)
asignaturas cursadas años pasados,📚 Puedes consultar tu expediente accediendo al apartado Secretaría del campus virtual. Allí verás las asignaturas en las que estás matriculado/a y las calificaciones obtenidas. ¿Hay algo más en lo que pueda ayudarte?,📚 Puedes consultar tu expediente accediendo al apartado Secretaría del campus virtual. Allí verás las asignaturas en las que estás matriculado y las calificaciones obtenidas. ¿Hay algo más en lo que pueda ayudarte?,0.9953488372093023,2,Very High (0.8-1.0)
como hacer la inscripcion de examenes,"📅 Para inscribirte a los exámenes, debes acceder a la pestaña 'Exámenes' en el margen izquierdo o en la parte superior de tu Campus Virtual, o bien desde https://tablonexamenes.unir.net/. Elige la modalidad (online o presencial), selecciona las asignaturas y el horario que prefieras. Recuerda guardar los datos registrados y que podrás realizar cambios hasta la fecha de cierre del formulario. ¿Hay algo más en lo que pueda ayudarte?","📅 Para inscribirte a los exámenes, debes acceder a la pestaña ""Exámenes"" en el margen izquierdo o en la parte superior de tu Campus Virtual, o bien desde https://tablonexamenes.unir.net/. Elige la modalidad (online o presencial), selecciona las asignaturas y el horario que prefieras. Recuerda guardar los datos registrados y que podrás realizar cambios hasta la fecha de cierre del formulario. ¿Hay algo más en lo que pueda ayudarte?",0.9953917050691244,0,Very High (0.8-1.0)
buenos días. cómo puedo saber si mi prueba de conectividad para el examen es correcta?,"🔧 Puedes realizar tu prueba de conectividad de exámenes hasta el día anterior al inicio de la convocatoria. Asegúrate de que el sistema de monitorización esté activo, así como la cámara web, el dispositivo con segunda cámara, el micrófono y la grabación de entorno 360. ¿Hay algo más en lo que pueda ayudarte?","🔍 Puedes realizar tu prueba de conectividad de exámenes hasta el día anterior al inicio de la convocatoria. Asegúrate de que el sistema de monitorización esté activo, así como la cámara web, el dispositivo con segunda cámara, el micrófono y la grabación de entorno 360. ¿Hay algo más en lo que pueda ayudarte?",0.9967637540453075,0,Very High (0.8-1.0)
guia para realizar y corregir los teswt,"📝 ¿Podrías especificar si necesitas información sobre cómo realizar los test, cómo corregir tus respuestas, o ambos? Estoy aquí para ayudarte con cualquier duda que tengas.","📝 ¿Podrías especificar si necesitas información sobre cómo realizar los test, cómo corregir tus respuestas o ambos? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9970845481049563,1,Very High (0.8-1.0)
mi correo de estudiante,📧 Tu correo institucional de UNIR es: mariavictoria.cruz638@comunidadunir.net. ¿Hay algo más en lo que pueda ayudarte?,📧 Tu correo institucional de UNIR es: mariavictoria.cruz638@comunidadunir.net. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
cuando son los exámenes del segundo cuatrimestres en junio?,📅 Las fechas oficiales de los exámenes están publicadas en el Calendario Académico de tu estudio. Puedes encontrarlo desde el Aula de Información General en el apartado Documentación/Archivos de tu Campus Virtual. ¿Hay algo más en lo que pueda ayudarte?,📅 Las fechas oficiales de los exámenes están publicadas en el Calendario Académico de tu estudio. Puedes encontrarlo desde el Aula de Información General en el apartado Documentación/Archivos de tu Campus Virtual. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
la prueba de conectividad hasta cuando se puede realizar?,📅 Puedes realizar tu prueba de conectividad de exámenes hasta el día anterior al inicio de la convocatoria. ¿Hay algo más en lo que pueda ayudarte?,📅 Puedes realizar tu prueba de conectividad de exámenes hasta el día anterior al inicio de la convocatoria. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
como puedo acceder al campus virtual des de mi movil? existe una app?,"📱 Para acceder a tu plataforma de estudios desde un dispositivo móvil, necesitas una conexión activa a Internet y debes ingresar a www.unir.net/. Actualmente, UNIR no cuenta con una aplicación móvil propia. ¿Hay algo más en lo que pueda ayudarte?","📱 Para acceder a tu plataforma de estudios desde un dispositivo móvil, necesitas una conexión activa a Internet y debes ingresar a www.unir.net/. Actualmente, UNIR no cuenta con una aplicación móvil propia. ¿Hay algo más en lo que pueda ayudarte?",1.0,0,Very High (0.8-1.0)
¿qué es la huella unir?,📚 ¿Podrías darme más detalles sobre lo que entiendes por 'huella UNIR'? ¿Te refieres a la Experiencia UNIR y cómo puede ayudarte en tu estudio? Estoy aquí para ayudarte con cualquier duda que tengas.,📚 ¿Podrías darme más detalles sobre lo que entiendes por 'huella UNIR'? ¿Te refieres a la Experiencia UNIR y cómo puede ayudarte en tu estudio? Estoy aquí para ayudarte con cualquier duda que tengas.,1.0,0,Very High (0.8-1.0)
no puedo realizar los test de una asignatura matriculada,🤔 Creo que necesito un poco más de información para ayudarte mejor. ¿Podrías especificar qué tipo de problema estás enfrentando con los test de tu asignatura?,🤔 Creo que necesito un poco más de información para ayudarte mejor. ¿Podrías especificar qué tipo de problema estás enfrentando con los test de tu asignatura?,1.0,0,Very High (0.8-1.0)
descuento para el hotel donde hago el examen,"📄 En caso de existir acuerdos con hoteles, dispondrás de esta información en el documento de sedes de exámenes que encontrarás en el apartado Documentación/Archivos del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?","📄 En caso de existir acuerdos con hoteles, dispondrás de esta información en el documento de sedes de exámenes que encontrarás en el apartado Documentación/Archivos del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?",1.0,0,Very High (0.8-1.0)
"hola buenas , necesito un resguardo de la matrícula (con o sin las asignaturas)",📄 Puedes solicitar sin coste adicional un certificado de matrícula accediendo al centro de asistencia e insertando una solicitud en Expediente y Certificados/Certificados de matrícula. ¿Hay algo más en lo que pueda ayudarte?,📄 Puedes solicitar un certificado de matrícula sin coste adicional accediendo al centro de asistencia e insertando una solicitud en Expediente y Certificados/Certificados de matrícula. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
telefono de soporte,📞 ¿Te gustaría saber más sobre los servicios que ofrece la atención técnica o necesitas ayuda con algo específico relacionado con el soporte? Estoy aquí para ayudarte.,📞 ¿Te gustaría saber más sobre los servicios que ofrece la atención técnica o necesitas ayuda con algo específico relacionado con el soporte? Estoy aquí para ayudarte.,1.0,0,Very High (0.8-1.0)
cual es el numero de telefono del servicio de atención técnica,📞 El número de teléfono del servicio de atención técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,📞 El número de teléfono del servicio de atención técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
cómo puedo ocultar las asignaturas de la vista general de cursos,"📚 Puedes ocultar o mostrar las aulas de las asignaturas desde el apartado configuración/perfil para seleccionar las asignaturas a ocultar o desde cursos/ocultar de la vista. O bien, desmarcando la estrella que lo incluye en cursos favoritos. Cualquier duda, puedes ponerte en contacto con tu mentor o mentora UNIR.","📚 Puedes ocultar o mostrar las aulas de las asignaturas desde el apartado configuración/perfil para seleccionar las asignaturas a ocultar o desde cursos/ocultar de la vista. O bien, desmarcando la estrella que lo incluye en cursos favoritos. Cualquier duda, puedes ponerte en contacto con tu mentor o mentora UNIR.",1.0,0,Very High (0.8-1.0)
telefono del setrvicio tecnico asistencial,📞 El teléfono del servicio de atención técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,📞 El teléfono del servicio de atención técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
necesito un resguardo de matricula,📄 Puedes solicitar un certificado de matrícula sin coste adicional accediendo al centro de asistencia e insertando una solicitud en Expediente y Certificados/Certificados de matrícula. ¿Hay algo más en lo que pueda ayudarte?,📄 Puedes solicitar un certificado de matrícula sin coste adicional accediendo al centro de asistencia e insertando una solicitud en Expediente y Certificados/Certificados de matrícula. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
que pasa si no hago la prueba de conectividad?,"🔍 ¿Te gustaría saber más sobre las consecuencias específicas de no realizar la prueba de conectividad? O, ¿estás interesado en cómo realizarla correctamente para evitar problemas durante el examen? Estoy aquí para ayudarte con cualquier duda que tengas.","🔍 ¿Te gustaría saber más sobre las consecuencias específicas de no realizar la prueba de conectividad? O, ¿estás interesado en cómo realizarla correctamente para evitar problemas durante el examen? Estoy aquí para ayudarte con cualquier duda que tengas.",1.0,0,Very High (0.8-1.0)
en qué formato hay que subir los exámenes si se realizan online?,📄 Debes entregar tu examen en formato Word (.doc o .docx) en el apartado 3. El resto de formatos autorizados por el profesor/a podrás adjuntarlos como anexos en el apartado 4. ¿Hay algo más en lo que pueda ayudarte?,📄 Debes entregar tu examen en formato Word (.doc o .docx) en el apartado 3. El resto de formatos autorizados por el profesor/a podrás adjuntarlos como anexos en el apartado 4. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
hola! me podrías decir el calendario académico de la convocatoria que empieza en marzo en unir?,"👋 ¡Hola! El calendario académico puede variar, así que te recomendaría que consultes directamente en la página oficial de UNIR para obtener la información más actualizada. Si necesitas ayuda con algún programa específico o tienes más preguntas sobre la universidad, ¡estaré encantado de ayudarte!","👋 ¡Hola! El calendario académico puede variar, así que te recomendaría que consultes directamente en la página oficial de UNIR para obtener la información más actualizada. Si necesitas ayuda con algún programa específico o tienes más preguntas sobre la universidad, ¡estaré encantado de ayudarte!",1.0,0,Very High (0.8-1.0)
no me aparecen en el calendario,"📅 ¿Podrías darme más detalles sobre qué no aparece en tu calendario? ¿Te refieres a las asignaturas, sesiones de clase o algún otro evento? Estoy aquí para ayudarte a resolverlo.","📅 ¿Podrías darme más detalles sobre qué no aparece en tu calendario? ¿Te refieres a las asignaturas, sesiones de clase o algún otro evento? Estoy aquí para ayudarte a resolverlo.",1.0,0,Very High (0.8-1.0)
me gustaria hablar con mi tutora,"📞 Puedes contactar con tu mentor/a, IRENE MENDAZA RUIZ o MANUEL GALARRETA ESPINOSA, al teléfono 941 610 026. También puedes enviar un mensaje a través de la bandeja de entrada de tu campus virtual. ¿Hay algo más en lo que pueda ayudarte?","📞 Puedes contactar con tu mentor/a, IRENE MENDAZA RUIZ o MANUEL GALARRETA ESPINOSA, al teléfono 941 610 026. También puedes enviar un mensaje a través de la bandeja de entrada de tu campus virtual. ¿Hay algo más en lo que pueda ayudarte?",1.0,0,Very High (0.8-1.0)
no funciona,😅 Lamento que estés teniendo problemas. **¿Podrías darme más detalles sobre lo que no funciona?** Estoy aquí para ayudarte con cualquier consulta relacionada con la Universidad Internacional de La Rioja.,😅 Lamento que estés teniendo problemas. **¿Podrías darme más detalles sobre lo que no funciona?** Estoy aquí para ayudarte con cualquier consulta relacionada con la Universidad Internacional de La Rioja.,1.0,0,Very High (0.8-1.0)
y donde puede encontrar el registro?,"📚 ¿Podrías especificar a qué tipo de registro te refieres? ¿Estás buscando información sobre tu matrícula, tu expediente académico o algún certificado en particular? Estoy aquí para ayudarte con cualquier duda que tengas.","📚 ¿Podrías especificar a qué tipo de registro te refieres? ¿Estás buscando información sobre tu matrícula, tu expediente académico o algún certificado en particular? Estoy aquí para ayudarte con cualquier duda que tengas.",1.0,0,Very High (0.8-1.0)
servicio técnico,📞 ¿Podrías especificar qué tipo de asistencia técnica necesitas? Estoy aquí para ayudarte con cualquier duda relacionada con el servicio de atención técnica.,📞 ¿Podrías especificar qué tipo de asistencia técnica necesitas? Estoy aquí para ayudarte con cualquier duda relacionada con el servicio de atención técnica.,1.0,0,Very High (0.8-1.0)
cual es el telefono de servivcio informatico,📞 El número de teléfono del servicio de atención técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,📞 El número de teléfono del servicio de atención técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
aun no me puedo inscribir en los examenes,"📝 ¿Podrías darme más detalles sobre por qué no puedes inscribirte en los exámenes? ¿Estás teniendo problemas con el sistema, o quizás no estás seguro de si el plazo de inscripción ya ha finalizado? Estoy aquí para ayudarte con cualquier duda que tengas.","📝 ¿Podrías darme más detalles sobre por qué no puedes inscribirte en los exámenes? ¿Estás teniendo problemas con el sistema, o quizás no estás seguro de si el plazo de inscripción ya ha finalizado? Estoy aquí para ayudarte con cualquier duda que tengas.",1.0,0,Very High (0.8-1.0)
no encuentro el apartado de mentor unir,"📚 Puedes encontrar información sobre tu mentor/a en el Aula de Información General/Curso de Introducción al campus, en la sección 'Quién te acompaña/Tu Mentor UNIR'. ¿Hay algo más en lo que pueda ayudarte?","📚 Puedes encontrar información sobre tu mentor/a en el Aula de Información General/Curso de Introducción al campus, en la sección 'Quién te acompaña/Tu Mentor UNIR'. ¿Hay algo más en lo que pueda ayudarte?",1.0,0,Very High (0.8-1.0)
donde esta el centro de asistencia,"📞 El centro de asistencia está ubicado en la parte derecha del campus virtual. Si necesitas más ayuda, ¡estaré encantado de asistirte! 😊","📞 El centro de asistencia está ubicado en la parte derecha del campus virtual. Si necesitas más ayuda, ¡estaré encantado de asistirte! 😊",1.0,0,Very High (0.8-1.0)
"hola, me gustaría saber cuál es mi correo de la universidad",📧 Tu correo institucional de UNIR es: mariavictoria.cruz638@comunidadunir.net. ¿Hay algo más en lo que pueda ayudarte?,📧 Tu correo institucional de UNIR es: mariavictoria.cruz638@comunidadunir.net. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
"en la agenda del pc no sale la clase, en cambio en el ipad sí","🖥️ ¿Podrías confirmar si has seguido los pasos para añadir las asignaturas a tu calendario en el PC? También, ¿has verificado que el huso horario esté correctamente configurado? Estoy aquí para ayudarte a resolver este inconveniente.","🖥️ ¿Podrías confirmar si has seguido los pasos para añadir las asignaturas a tu calendario en el PC? También, ¿has verificado que el huso horario esté correctamente configurado? Estoy aquí para ayudarte a resolver este inconveniente.",1.0,0,Very High (0.8-1.0)
como votar al representante de los estudiantes,"🗳️ Durante las elecciones a representante de estudiantes, podrás votar a tu candidato/a favorito/a a través de una encuesta que te aparecerá en tu campus. ¿Hay algo más en lo que pueda ayudarte?","🗳️ Durante las elecciones a representante de estudiantes, podrás votar a tu candidato/a favorito/a a través de una encuesta que te aparecerá en tu campus. ¿Hay algo más en lo que pueda ayudarte?",1.0,0,Very High (0.8-1.0)
necesito el link para realizar la prueba de conectividad,🔗 Puedes realizar la prueba de conectividad desde tu plataforma virtual accediendo a la sección Exámenes o directamente en este enlace: https://tablonexamenes.unir.net/. ¿Hay algo más en lo que pueda ayudarte?,🔗 Puedes realizar la prueba de conectividad desde tu plataforma virtual accediendo a la sección Exámenes o directamente en este enlace: https://tablonexamenes.unir.net/. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
dame el telefono de atencion tecnica,📞 El número de teléfono para contactar con el departamento de Atención Técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,📞 El número de teléfono para contactar con el departamento de Atención Técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
annexo solicitud `racticas,"📄 ¿Podrías especificar qué información necesitas sobre el 'anexo de solicitud de prácticas'? ¿Te gustaría saber cómo completarlo, qué documentos adjuntar o algún otro aspecto relacionado? Estoy aquí para ayudarte con cualquier duda que tengas.","📄 ¿Podrías especificar qué información necesitas sobre el 'anexo de solicitud de prácticas'? ¿Te gustaría saber cómo completarlo, qué documentos adjuntar o algún otro aspecto relacionado? Estoy aquí para ayudarte con cualquier duda que tengas.",1.0,0,Very High (0.8-1.0)
como enviar email a una profesora,"📧 Para enviar un correo a tu profesora, puedes hacerlo desde la 'Bandeja de entrada' del campus virtual. Redacta un nuevo mensaje seleccionando el destinatario adecuado. También puedes utilizar el foro de consulta de la asignatura o el chat de la clase en directo. ¿Hay algo más en lo que pueda ayudarte?","📧 Para enviar un correo a tu profesora, puedes hacerlo desde la 'Bandeja de entrada' del campus virtual. Redacta un nuevo mensaje seleccionando el destinatario adecuado. También puedes utilizar el foro de consulta de la asignatura o el chat de la clase en directo. ¿Hay algo más en lo que pueda ayudarte?",1.0,0,Very High (0.8-1.0)
¿cuando empieza el foro de didáctica de ciencias naturales?,🤔 No tengo información específica sobre las fechas de eventos como el foro de didáctica de ciencias naturales. Te recomendaría que consultes el calendario académico en el campus virtual de UNIR o te pongas en contacto con tu tutor para obtener detalles precisos. ¿Hay algo más relacionado con UNIR en lo que pueda ayudarte?,🤔 No tengo información específica sobre las fechas de eventos como el foro de didáctica de ciencias naturales. Te recomendaría que consultes el calendario académico en el campus virtual de UNIR o te pongas en contacto con tu tutor para obtener detalles precisos. ¿Hay algo más relacionado con UNIR en lo que pueda ayudarte?,1.0,0,Very High (0.8-1.0)
